Time,AirTemp,Humidity,Pressure,Rainfall,TrackTemp,WindDirection,WindSpeed,Race,Season
0 days 02:05:23.949000,29.9,74.0,1009.5,False,35.5,158,1.8,Singapore,2023
0 days 02:06:23.948000,29.9,74.0,1009.7,False,35.3,165,1.7,Singapore,2023
0 days 02:07:23.963000,29.8,74.0,1009.7,False,35.5,183,1.8,Singapore,2023
0 days 02:08:23.978000,29.8,74.0,1009.7,False,35.5,168,2.2,Singapore,2023
0 days 02:09:23.993000,29.8,74.0,1009.7,False,35.5,165,2.0,Singapore,2023
0 days 02:10:23.992000,29.7,75.0,1009.7,False,35.5,171,1.8,Singapore,2023
0 days 02:11:23.991000,29.7,74.0,1009.7,False,35.5,189,1.7,Singapore,2023
0 days 02:12:23.991000,29.8,75.0,1009.7,False,35.5,171,1.7,Singapore,2023
0 days 02:13:23.990000,29.8,75.0,1009.7,False,35.5,169,1.8,Singapore,2023
0 days 02:14:23.989000,29.8,74.0,1009.7,False,35.5,167,2.0,Singapore,2023
0 days 02:15:23.989000,29.8,74.0,1009.9,False,35.3,161,1.7,Singapore,2023
0 days 02:16:24.004000,29.7,74.0,1009.9,False,34.8,183,2.4,Singapore,2023
0 days 02:17:23.987000,29.7,74.0,1009.9,False,34.9,174,1.6,Singapore,2023
0 days 02:18:24.002000,29.7,75.0,1009.9,False,35.3,153,2.2,Singapore,2023
0 days 02:19:23.986000,29.6,74.0,1009.9,False,35.3,175,2.2,Singapore,2023
0 days 02:20:24.001000,29.6,74.0,1009.9,False,35.3,165,2.0,Singapore,2023
0 days 02:21:24,29.6,74.0,1009.9,False,35.1,174,2.5,Singapore,2023
0 days 02:22:24,29.6,74.0,1009.9,False,35.0,163,2.4,Singapore,2023
0 days 02:23:23.999000,29.5,75.0,1009.9,False,35.0,168,2.2,Singapore,2023
0 days 02:24:23.998000,29.5,75.0,1009.9,False,34.9,181,2.2,Singapore,2023
0 days 02:25:23.997000,29.5,75.0,1009.9,False,34.9,173,1.6,Singapore,2023
0 days 02:26:23.997000,29.6,75.0,1009.9,False,34.8,167,1.7,Singapore,2023
0 days 02:27:23.996000,29.5,75.0,1010.0,False,35.0,161,1.8,Singapore,2023
0 days 02:28:23.995000,29.6,75.0,1010.0,False,34.9,134,1.8,Singapore,2023
0 days 02:29:23.995000,29.6,75.0,1010.0,False,35.2,178,1.2,Singapore,2023
0 days 02:30:24.010000,29.6,75.0,1010.0,False,35.2,156,1.8,Singapore,2023
0 days 02:31:24.009000,29.6,75.0,1010.0,False,35.6,178,1.7,Singapore,2023
0 days 02:32:24.008000,29.7,75.0,1010.0,False,35.3,180,1.7,Singapore,2023
0 days 02:33:24.008000,29.6,75.0,1010.0,False,34.9,164,2.2,Singapore,2023
0 days 02:34:24.007000,29.6,75.0,1010.0,False,34.8,162,2.0,Singapore,2023
0 days 02:35:24.006000,29.6,75.0,1010.0,False,34.6,172,1.5,Singapore,2023
0 days 02:36:24.006000,29.6,76.0,1009.9,False,34.6,174,1.3,Singapore,2023
0 days 02:37:24.005000,29.5,76.0,1010.0,False,34.8,157,1.8,Singapore,2023
0 days 02:38:24.004000,29.5,76.0,1010.0,False,34.8,167,1.8,Singapore,2023
0 days 02:39:24.004000,29.5,76.0,1010.0,False,34.8,177,1.7,Singapore,2023
0 days 02:40:24.003000,29.6,76.0,1010.0,False,34.8,179,2.0,Singapore,2023
0 days 02:41:24.002000,29.6,76.0,1010.0,False,34.8,173,1.7,Singapore,2023
0 days 02:42:24.001000,29.5,76.0,1010.2,False,34.9,160,2.0,Singapore,2023
0 days 02:43:24.016000,29.5,76.0,1010.2,False,35.0,173,2.0,Singapore,2023
0 days 02:44:24.016000,29.5,76.0,1010.0,False,35.2,173,1.5,Singapore,2023
0 days 02:45:24.015000,29.5,76.0,1010.2,False,35.1,191,1.8,Singapore,2023
0 days 02:46:24.014000,29.5,76.0,1010.0,False,35.0,168,1.7,Singapore,2023
0 days 02:47:24.014000,29.5,76.0,1010.0,False,34.9,171,1.7,Singapore,2023
0 days 02:48:24.013000,29.5,76.0,1010.2,False,34.9,185,2.2,Singapore,2023
0 days 02:49:24.012000,29.4,76.0,1010.0,False,34.8,176,2.0,Singapore,2023
0 days 02:50:24.012000,29.5,76.0,1010.0,False,34.9,184,2.5,Singapore,2023
0 days 02:51:24.011000,29.5,76.0,1010.0,False,35.0,170,2.0,Singapore,2023
0 days 02:52:24.010000,29.5,76.0,1010.2,False,35.0,188,1.7,Singapore,2023
0 days 02:53:24.010000,29.5,76.0,1010.2,False,35.0,162,1.7,Singapore,2023
0 days 02:54:24.009000,29.5,76.0,1010.2,False,35.0,0,1.5,Singapore,2023
0 days 02:55:24.024000,29.4,77.0,1010.2,False,35.0,171,0.6,Singapore,2023
