Race,Season,Driver,Team,LapNumber,LapTime_s,Sector1_s,Sector2_s,Sector3_s,Compound,TyreLife,Stint,PitInTime_s,PitOutTime_s,Position,TrackStatus,IsAccurate,FreshTyre,FuelLoad_kg,FuelCorrection_s,SpeedI1,SpeedI2,SpeedFL,SpeedST
Singapore,2023,GAS,Alpine,47.0,98.568,28.882,42.076,27.61,HARD,27.0,2.0,,,6.0,12,True,True,34.8,1.044,286.0,259.0,248.0,281.0
Singapore,2023,GAS,Alpine,48.0,98.548,28.786,42.121,27.641,HARD,28.0,2.0,,,6.0,1,True,True,33.2,0.996,286.0,260.0,247.0,281.0
Singapore,2023,GAS,Alpine,49.0,98.634,28.746,42.266,27.622,HARD,29.0,2.0,,,6.0,1,True,True,31.6,0.948,286.0,260.0,247.0,281.0
Singapore,2023,GAS,Alpine,50.0,98.688,28.871,42.234,27.583,HARD,30.0,2.0,,,6.0,1,True,True,30.0,0.9,286.0,260.0,248.0,281.0
Singapore,2023,GAS,Alpine,51.0,98.525,28.7,42.278,27.547,HARD,31.0,2.0,,,6.0,1,True,True,28.4,0.852,287.0,260.0,247.0,281.0
Singapore,2023,GAS,Alpine,52.0,98.755,28.788,42.24,27.727,HARD,32.0,2.0,,,6.0,1,True,True,26.8,0.804,287.0,260.0,248.0,282.0
Singapore,2023,GAS,Alpine,53.0,98.718,28.861,42.263,27.594,HARD,33.0,2.0,,,6.0,12,True,True,25.2,0.756,287.0,261.0,249.0,282.0
Singapore,2023,GAS,Alpine,54.0,98.844,28.784,42.412,27.648,HARD,34.0,2.0,,,6.0,1,True,True,23.6,0.708,287.0,261.0,249.0,283.0
Singapore,2023,GAS,Alpine,55.0,99.373,29.014,42.644,27.715,HARD,35.0,2.0,,,6.0,1,True,True,22.0,0.66,287.0,260.0,248.0,282.0
Singapore,2023,GAS,Alpine,56.0,99.292,28.943,42.573,27.776,HARD,36.0,2.0,,,6.0,1,True,True,20.4,0.612,287.0,261.0,249.0,282.0
Singapore,2023,GAS,Alpine,57.0,100.874,28.922,43.092,28.86,HARD,37.0,2.0,,,7.0,1,True,True,18.8,0.564,288.0,261.0,247.0,283.0
Singapore,2023,GAS,Alpine,58.0,99.658,29.074,42.866,27.718,HARD,38.0,2.0,,,7.0,12,True,True,17.2,0.516,289.0,262.0,249.0,283.0
Singapore,2023,GAS,Alpine,59.0,99.709,29.073,42.872,27.764,HARD,39.0,2.0,,,7.0,21,True,True,15.6,0.468,288.0,260.0,248.0,282.0
Singapore,2023,GAS,Alpine,60.0,99.62,28.949,42.935,27.736,HARD,40.0,2.0,,,7.0,1,True,True,14.0,0.42,290.0,263.0,248.0,284.0
Singapore,2023,GAS,Alpine,61.0,99.711,28.898,42.982,27.831,HARD,41.0,2.0,,,7.0,1,True,True,12.4,0.372,289.0,263.0,249.0,285.0
