Race,Season,Driver,Team,LapNumber,LapTime_s,Sector1_s,Sector2_s,Sector3_s,Compound,TyreLife,Stint,PitInTime_s,PitOutTime_s,Position,TrackStatus,IsAccurate,FreshTyre,FuelLoad_kg,FuelCorrection_s,SpeedI1,SpeedI2,SpeedFL,SpeedST
Italian,2023,PER,Red Bull Racing,20.0,86.509,28.174,29.896,28.439,MEDIUM,20.0,1.0,,,2.0,1,True,True,78.0,2.34,316.0,327.0,306.0,327.0
Italian,2023,PER,Red Bull Racing,21.0,90.934,28.368,30.014,32.552,MEDIUM,21.0,1.0,6766.112,,1.0,1,False,True,76.4,2.292,311.0,310.0,,320.0
Italian,2023,PER,Red Bull Racing,22.0,105.228,47.765,29.377,28.086,HARD,1.0,2.0,,6789.955,7.0,1,False,True,74.8,2.244,315.0,328.0,309.0,281.0
Italian,2023,PER,Red Bull Racing,23.0,85.564,28.146,29.392,28.026,HARD,2.0,2.0,,,6.0,1,True,True,73.2,2.196,313.0,327.0,309.0,318.0
Italian,2023,PER,Red Bull Racing,24.0,85.759,28.041,29.399,28.319,HARD,3.0,2.0,,,5.0,1,True,True,71.6,2.148,315.0,336.0,313.0,330.0
Italian,2023,PER,Red Bull Racing,25.0,86.005,28.403,29.587,28.015,HARD,4.0,2.0,,,5.0,1,True,True,70.0,2.1,321.0,326.0,312.0,338.0
Italian,2023,PER,Red Bull Racing,26.0,85.884,28.196,29.713,27.975,HARD,5.0,2.0,,,5.0,1,True,True,68.4,2.052,313.0,327.0,311.0,344.0
Italian,2023,PER,Red Bull Racing,27.0,86.456,28.286,29.542,28.628,HARD,6.0,2.0,,,4.0,1,True,True,66.8,2.004,310.0,330.0,308.0,312.0
Italian,2023,PER,Red Bull Racing,28.0,85.584,28.034,29.58,27.97,HARD,7.0,2.0,,,4.0,1,True,True,65.2,1.956,312.0,327.0,310.0,325.0
Italian,2023,PER,Red Bull Racing,29.0,85.606,28.122,29.489,27.995,HARD,8.0,2.0,,,4.0,1,True,True,63.6,1.908,313.0,330.0,312.0,328.0
Italian,2023,PER,Red Bull Racing,30.0,85.757,28.101,29.752,27.904,HARD,9.0,2.0,,,4.0,1,True,True,62.0,1.86,314.0,324.0,313.0,354.0
Italian,2023,PER,Red Bull Racing,31.0,86.415,27.825,30.328,28.262,HARD,10.0,2.0,,,4.0,1,True,True,60.4,1.812,322.0,324.0,314.0,351.0
Italian,2023,PER,Red Bull Racing,32.0,85.88,28.166,29.868,27.846,HARD,11.0,2.0,,,3.0,1,True,True,58.8,1.764,308.0,308.0,309.0,331.0
Italian,2023,PER,Red Bull Racing,33.0,86.02,28.422,29.703,27.895,HARD,12.0,2.0,,,3.0,1,True,True,57.2,1.716,310.0,309.0,309.0,306.0
Italian,2023,PER,Red Bull Racing,34.0,85.948,28.323,29.676,27.949,HARD,13.0,2.0,,,3.0,1,True,True,55.6,1.668,309.0,314.0,309.0,308.0
Italian,2023,PER,Red Bull Racing,35.0,85.651,28.18,29.513,27.958,HARD,14.0,2.0,,,3.0,1,True,True,54.0,1.62,314.0,314.0,309.0,313.0
Italian,2023,PER,Red Bull Racing,36.0,85.627,28.192,29.54,27.895,HARD,15.0,2.0,,,3.0,1,True,True,52.4,1.572,313.0,314.0,309.0,318.0
Italian,2023,PER,Red Bull Racing,37.0,85.757,28.168,29.619,27.97,HARD,16.0,2.0,,,3.0,1,True,True,50.8,1.524,315.0,314.0,311.0,316.0
Italian,2023,PER,Red Bull Racing,38.0,85.584,28.047,29.518,28.019,HARD,17.0,2.0,,,3.0,1,True,True,49.2,1.476,316.0,315.0,312.0,316.0
Italian,2023,PER,Red Bull Racing,39.0,85.522,28.005,29.53,27.987,HARD,18.0,2.0,,,3.0,1,True,True,47.6,1.428,326.0,316.0,312.0,320.0
Italian,2023,PER,Red Bull Racing,40.0,85.626,28.096,29.591,27.939,HARD,19.0,2.0,,,3.0,1,True,True,46.0,1.38,314.0,330.0,313.0,323.0
Italian,2023,PER,Red Bull Racing,41.0,86.719,28.078,30.539,28.102,HARD,20.0,2.0,,,3.0,1,True,True,44.4,1.332,330.0,324.0,314.0,347.0
Italian,2023,PER,Red Bull Racing,42.0,86.539,28.121,30.276,28.142,HARD,21.0,2.0,,,3.0,1,True,True,42.8,1.284,322.0,326.0,312.0,329.0
Italian,2023,PER,Red Bull Racing,43.0,86.624,28.249,30.205,28.17,HARD,22.0,2.0,,,3.0,1,True,True,41.2,1.236,316.0,326.0,311.0,320.0
Italian,2023,PER,Red Bull Racing,44.0,86.329,28.396,29.943,27.99,HARD,23.0,2.0,,,3.0,1,True,True,39.6,1.188,314.0,325.0,314.0,316.0
Italian,2023,PER,Red Bull Racing,45.0,86.573,28.094,30.365,28.114,HARD,24.0,2.0,,,3.0,1,True,True,38.0,1.14,298.0,326.0,316.0,348.0
Italian,2023,PER,Red Bull Racing,46.0,85.598,27.932,29.663,28.003,HARD,25.0,2.0,,,2.0,1,True,True,36.4,1.092,316.0,315.0,311.0,340.0
Italian,2023,PER,Red Bull Racing,47.0,86.476,28.289,29.768,28.419,HARD,26.0,2.0,,,2.0,1,True,True,34.8,1.044,315.0,315.0,310.0,314.0
Italian,2023,PER,Red Bull Racing,48.0,86.108,28.253,29.659,28.196,HARD,27.0,2.0,,,2.0,1,True,True,33.2,0.996,316.0,316.0,310.0,317.0
Italian,2023,PER,Red Bull Racing,49.0,86.006,28.272,29.563,28.171,HARD,28.0,2.0,,,2.0,1,True,True,31.6,0.948,314.0,315.0,310.0,312.0
